folder,date,type_of_recommendation,rank,url_code,url,annotation
p3,8/14/2020,Frequently bought with,1,1935274066,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-sameday-sims-scf&column=1&row=3&clickType=Title&url=%2Fdp%2F1935274066%3Fpsc%3D1%26pf_rd_p%3D01c0bdb8-1e82-445d-bb62-283102418aba%26pf_rd_r%3D2GQNE3C7VYNRHBN6SDAW%26pd_rd_wg%3DmnvEm%26pd_rd_i%3D1935274066%26pd_rd_w%3D44GL0%26pd_rd_r%3Dfc90cc4a-082e-4553-beb5-4fc3d56c42c3%26ref_%3Dpd_luc_rh_crh_rh_bxgy_03_01_t_img_lh/,0
p3,8/14/2020,Customers also bought,1,1575423855,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-top-rated-scf&column=1&row=4&clickType=Title&url=%2Fdp%2F1575423855%3Fpsc%3D1%26pf_rd_p%3Dd3280cde-8cd8-41ef-9268-fe1191f10563%26pf_rd_r%3D2GQNE3C7VYNRHBN6SDAW%26pd_rd_wg%3DmnvEm%26pd_rd_i%3D1575423855%26pd_rd_w%3DgjVN8%26pd_rd_r%3Dfc90cc4a-082e-4553-beb5-4fc3d56c42c3%26ref_%3Dpd_luc_rh_crh_rh_top_sim_04_01_t_img_lh/,0
p3,8/15/2020,Customers who shopped,1,1889392626,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf&column=1&row=1&clickType=Title&url=%2Fdp%2F1889392626%3Fpsc%3D1%26pf_rd_p%3D995e9308-9761-4a71-9419-82fd033b88fd%26pf_rd_r%3DZ0HXY0CV9CH7X8CETS1X%26pd_rd_wg%3Depoae%26pd_rd_i%3D1889392626%26pd_rd_w%3DC9UX3%26pd_rd_r%3Dbeb973c0-dafb-4eaa-86af-61159e4d54d9%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p3,8/15/2020,Sponsored products related,1,173254963X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA09969321N8H8CDEHKS9T%26qualifier%3D1597466136%26id%3D2753080555843306%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F173254963X%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
p3,8/15/2020,Top picks for,1,1641520779,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_StreamV2Gccp&column=1&row=3&clickType=Title&url=%2Fdp%2F1641520779%3Fpsc%3D1%26pf_rd_p%3Dde8506a5-56d5-4c6c-86fc-6a6d5de7bc06%26pf_rd_r%3DZ0HXY0CV9CH7X8CETS1X%26pd_rd_wg%3Depoae%26pd_rd_i%3D1641520779%26pd_rd_w%3DniLpM%26pd_rd_r%3Dbeb973c0-dafb-4eaa-86af-61159e4d54d9%26ref_%3Dpd_luc_rh_rtpb_03_01_t_img_lh/,0
p3,8/15/2020,Customers also bought,1,553394800,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-top-rated-scf&column=1&row=4&clickType=Title&url=%2Fdp%2F0553394800%3Fpsc%3D1%26pf_rd_p%3Dd3280cde-8cd8-41ef-9268-fe1191f10563%26pf_rd_r%3DZ0HXY0CV9CH7X8CETS1X%26pd_rd_wg%3Depoae%26pd_rd_i%3D0553394800%26pd_rd_w%3DYje3I%26pd_rd_r%3Dbeb973c0-dafb-4eaa-86af-61159e4d54d9%26ref_%3Dpd_luc_rh_crh_rh_top_sim_04_01_t_img_lh/,0
p3,8/16/2020,Customers who shopped,1,081298515X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf&column=1&row=1&clickType=Title&url=%2Fdp%2F081298515X%3Fpsc%3D1%26pf_rd_p%3D995e9308-9761-4a71-9419-82fd033b88fd%26pf_rd_r%3D3WZKBPN322GBWN8ZBAEP%26pd_rd_wg%3DUL0S7%26pd_rd_i%3D081298515X%26pd_rd_w%3D6bRPZ%26pd_rd_r%3Dbba3a9ab-9a28-40e4-ac9e-83f15440585c%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p3,8/16/2020,Sponsored products related,1,161002138X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA04044146UMXQ9JADWVK%26qualifier%3D1597552535%26id%3D2938899974751928%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F161002138X%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
p3,8/16/2020,Frequently bought with,1,1641521236,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-sameday-sims-scf&column=1&row=3&clickType=Title&url=%2Fdp%2F1641521236%3Fpsc%3D1%26pf_rd_p%3D01c0bdb8-1e82-445d-bb62-283102418aba%26pf_rd_r%3D3WZKBPN322GBWN8ZBAEP%26pd_rd_wg%3DUL0S7%26pd_rd_i%3D1641521236%26pd_rd_w%3DL0wLP%26pd_rd_r%3Dbba3a9ab-9a28-40e4-ac9e-83f15440585c%26ref_%3Dpd_luc_rh_crh_rh_bxgy_03_01_t_img_lh/,0
p3,8/16/2020,Related to items,1,399166637,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_cue-MissionPicks-ao-blir0&column=1&row=4&clickType=Title&url=%2Fdp%2F0399166637%3Fpsc%3D1%26pf_rd_p%3D6ee60839-fe55-4da7-916f-6c976c852767%26pf_rd_r%3D3WZKBPN322GBWN8ZBAEP%26pd_rd_wg%3DUL0S7%26pd_rd_i%3D0399166637%26pd_rd_w%3DZ70Gi%26pd_rd_r%3Dbba3a9ab-9a28-40e4-ac9e-83f15440585c%26ref_%3Dpd_luc_rh_ci_mcx_mr_huc_d_04_01_t_img_lh/,1
p3,8/17/2020,Customers who shopped,1,034554806X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf&column=1&row=1&clickType=Title&url=%2Fdp%2F034554806X%3Fpsc%3D1%26pf_rd_p%3D995e9308-9761-4a71-9419-82fd033b88fd%26pf_rd_r%3DRD6D2DRTRJNY15KENNW2%26pd_rd_wg%3DiZMDN%26pd_rd_i%3D034554806X%26pd_rd_w%3Dlrriw%26pd_rd_r%3Daf313abf-5545-4854-a25e-3939b761df93%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p3,8/17/2020,Sponsored products related,1,1618213962,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_2%3Fie%3DUTF8%26adId%3DA0922704MYYRZE6PYKEA%26qualifier%3D1597638937%26id%3D8255490511853833%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F1618213962%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_2%253Fpsc%253D1/,0
p3,8/17/2020,Top picks for,1,152350689X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_StreamV2Gccp&column=1&row=3&clickType=Title&url=%2Fdp%2F152350689X%3Fpsc%3D1%26pf_rd_p%3Dde8506a5-56d5-4c6c-86fc-6a6d5de7bc06%26pf_rd_r%3DRD6D2DRTRJNY15KENNW2%26pd_rd_wg%3DiZMDN%26pd_rd_i%3D152350689X%26pd_rd_w%3DIUikO%26pd_rd_r%3Daf313abf-5545-4854-a25e-3939b761df93%26ref_%3Dpd_luc_rh_rtpb_03_01_t_img_lh/,0
p3,8/17/2020,Related to items,1,081298515X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_cue-MissionPicks-ao-blir0&column=1&row=4&clickType=Title&url=%2Fdp%2F081298515X%3Fpsc%3D1%26pf_rd_p%3D6ee60839-fe55-4da7-916f-6c976c852767%26pf_rd_r%3DRD6D2DRTRJNY15KENNW2%26pd_rd_wg%3DiZMDN%26pd_rd_i%3D081298515X%26pd_rd_w%3DKPyDr%26pd_rd_r%3Daf313abf-5545-4854-a25e-3939b761df93%26ref_%3Dpd_luc_rh_ci_mcx_mr_huc_d_04_01_t_img_lh/,0
p3,8/18/2020,Customers who shopped,1,1641524154,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf&column=1&row=1&clickType=Title&url=%2Fdp%2F1641524154%3Fpsc%3D1%26pf_rd_p%3D995e9308-9761-4a71-9419-82fd033b88fd%26pf_rd_r%3D1NG7J88J5P74CGY9QGS1%26pd_rd_wg%3DNo6RQ%26pd_rd_i%3D1641524154%26pd_rd_w%3DElG25%26pd_rd_r%3Dea4ecbe5-f74b-44ef-a814-322f2e06308b%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p3,8/18/2020,Sponsored products related,1,1641528540,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA05221853N5NAVJBDT1NY%26qualifier%3D1597725335%26id%3D802713371591420%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F1641528540%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
p3,8/18/2020,Related to items,1,399166637,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_cue-MissionPicks-ao-blir0&column=1&row=3&clickType=Title&url=%2Fdp%2F0399166637%3Fpsc%3D1%26pf_rd_p%3D6ee60839-fe55-4da7-916f-6c976c852767%26pf_rd_r%3D1NG7J88J5P74CGY9QGS1%26pd_rd_wg%3DNo6RQ%26pd_rd_i%3D0399166637%26pd_rd_w%3DH15Pi%26pd_rd_r%3Dea4ecbe5-f74b-44ef-a814-322f2e06308b%26ref_%3Dpd_luc_rh_ci_mcx_mr_huc_d_03_01_t_img_lh/,1
p3,8/18/2020,Top picks for,1,801018978,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_StreamV2Gccp&column=1&row=4&clickType=Title&url=%2Fdp%2F0801018978%3Fpsc%3D1%26pf_rd_p%3Dde8506a5-56d5-4c6c-86fc-6a6d5de7bc06%26pf_rd_r%3D1NG7J88J5P74CGY9QGS1%26pd_rd_wg%3DNo6RQ%26pd_rd_i%3D0801018978%26pd_rd_w%3Dcsz0c%26pd_rd_r%3Dea4ecbe5-f74b-44ef-a814-322f2e06308b%26ref_%3Dpd_luc_rh_rtpb_04_01_t_img_lh/,0
p4,8/12/2020,Customers who shopped,1,1441321659,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf-sai-filtering&column=1&row=1&clickType=Title&url=%2Fdp%2F1441321659%3Fpsc%3D1%26pf_rd_p%3D0c07d3ef-dd9a-4ce4-8daa-7b9b90db3048%26pf_rd_r%3D80YQVRY5W9Z60NZJD540%26pd_rd_wg%3DMajhn%26pd_rd_i%3D1441321659%26pd_rd_w%3DaSDlA%26pd_rd_r%3D59176bb5-676d-46fa-b247-683a44aaa90d%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p4,8/12/2020,Sponsored products related,1,194451547X,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA02318083C561PVAJJPXY%26qualifier%3D1597206935%26id%3D6125871007868412%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F194451547X%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
p4,8/12/2020,Customers also bought,1,1680521888,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-top-rated-scf&column=1&row=3&clickType=Title&url=%2Fdp%2F1680521888%3Fpsc%3D1%26pf_rd_p%3Dd3280cde-8cd8-41ef-9268-fe1191f10563%26pf_rd_r%3D80YQVRY5W9Z60NZJD540%26pd_rd_wg%3DMajhn%26pd_rd_i%3D1680521888%26pd_rd_w%3DCgWKB%26pd_rd_r%3D59176bb5-676d-46fa-b247-683a44aaa90d%26ref_%3Dpd_luc_rh_crh_rh_top_sim_03_01_t_img_lh/,0
p4,8/12/2020,Related to items,1,B06XFHTGVK,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_cue-MissionPicks-ao-blir0&column=1&row=4&clickType=Title&url=%2Fdp%2FB06XFHTGVK%3Fpsc%3D1%26pf_rd_p%3D6ee60839-fe55-4da7-916f-6c976c852767%26pf_rd_r%3D80YQVRY5W9Z60NZJD540%26pd_rd_wg%3DMajhn%26pd_rd_i%3DB06XFHTGVK%26pd_rd_w%3D9menN%26pd_rd_r%3D59176bb5-676d-46fa-b247-683a44aaa90d%26ref_%3Dpd_luc_rh_ci_mcx_mr_huc_d_04_01_t_img_lh/,0
p4,8/13/2020,Customers who shopped,1,1793125937,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf-sai-filtering&column=1&row=1&clickType=Title&url=%2Fdp%2F1793125937%3Fpsc%3D1%26pf_rd_p%3D0c07d3ef-dd9a-4ce4-8daa-7b9b90db3048%26pf_rd_r%3DVFBR9TWW9KMDCP4MN7WJ%26pd_rd_wg%3D8b1n0%26pd_rd_i%3D1793125937%26pd_rd_w%3Dtquyv%26pd_rd_r%3D39c197ec-61be-43ce-944e-b12bb3ea12d5%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p4,8/13/2020,Sponsored products related,1,1951056221,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA0912814RJQUQ6W9N4H7%26qualifier%3D1597293336%26id%3D6002445842904370%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F1951056221%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
p4,8/13/2020,Frequently bought with,1,B01GZP89YC,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-sameday-sims-scf&column=1&row=3&clickType=Title&url=%2Fdp%2FB01GZP89YC%3Fpsc%3D1%26pf_rd_p%3D01c0bdb8-1e82-445d-bb62-283102418aba%26pf_rd_r%3DVFBR9TWW9KMDCP4MN7WJ%26pd_rd_wg%3D8b1n0%26pd_rd_i%3DB01GZP89YC%26pd_rd_w%3DaSwn9%26pd_rd_r%3D39c197ec-61be-43ce-944e-b12bb3ea12d5%26ref_%3Dpd_luc_rh_crh_rh_bxgy_03_01_t_img_lh/,0
p4,8/13/2020,Customers also bought,1,1441319603,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-top-rated-scf&column=1&row=4&clickType=Title&url=%2Fdp%2F1441319603%3Fpsc%3D1%26pf_rd_p%3Dd3280cde-8cd8-41ef-9268-fe1191f10563%26pf_rd_r%3DVFBR9TWW9KMDCP4MN7WJ%26pd_rd_wg%3D8b1n0%26pd_rd_i%3D1441319603%26pd_rd_w%3DBlT5C%26pd_rd_r%3D39c197ec-61be-43ce-944e-b12bb3ea12d5%26ref_%3Dpd_luc_rh_crh_rh_top_sim_04_01_t_img_lh/,0
p4,8/14/2020,Customers who shopped,1,1462517471,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf-sai-filtering&column=1&row=1&clickType=Title&url=%2Fdp%2F1462517471%3Fpsc%3D1%26pf_rd_p%3D0c07d3ef-dd9a-4ce4-8daa-7b9b90db3048%26pf_rd_r%3DKQ3FMQFA61BMT0FKAA0E%26pd_rd_wg%3DWOBfc%26pd_rd_i%3D1462517471%26pd_rd_w%3Dg36LB%26pd_rd_r%3D2ca53ffc-8377-49ac-9ff1-f45410ee6eab%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p4,8/14/2020,Sponsored products related,1,1593633823,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA00158983GLVK5QZQNXBD%26qualifier%3D1597381894%26id%3D3742069636854566%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F1593633823%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
p4,8/14/2020,Frequently bought with,1,1935274066,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-sameday-sims-scf&column=1&row=3&clickType=Title&url=%2Fdp%2F1935274066%3Fpsc%3D1%26pf_rd_p%3D01c0bdb8-1e82-445d-bb62-283102418aba%26pf_rd_r%3DKQ3FMQFA61BMT0FKAA0E%26pd_rd_wg%3DWOBfc%26pd_rd_i%3D1935274066%26pd_rd_w%3DlUSBT%26pd_rd_r%3D2ca53ffc-8377-49ac-9ff1-f45410ee6eab%26ref_%3Dpd_luc_rh_crh_rh_bxgy_03_01_t_img_lh/,0
p4,8/14/2020,Top picks for,1,1623173205,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_StreamV2Gccp&column=1&row=4&clickType=Title&url=%2Fdp%2F1623173205%3Fpsc%3D1%26pf_rd_p%3Dde8506a5-56d5-4c6c-86fc-6a6d5de7bc06%26pf_rd_r%3DKQ3FMQFA61BMT0FKAA0E%26pd_rd_wg%3DWOBfc%26pd_rd_i%3D1623173205%26pd_rd_w%3DtqHO8%26pd_rd_r%3D2ca53ffc-8377-49ac-9ff1-f45410ee6eab%26ref_%3Dpd_luc_rh_rtpb_04_01_t_img_lh/,0
p4,8/15/2020,Customers who shopped,1,1889392626,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_huc-semantic-session-sims-scf-sai-filtering&column=1&row=1&clickType=Title&url=%2Fdp%2F1889392626%3Fpsc%3D1%26pf_rd_p%3D0c07d3ef-dd9a-4ce4-8daa-7b9b90db3048%26pf_rd_r%3D5GB3SAXF3Z2RQT8Q0TRZ%26pd_rd_wg%3DHDaHf%26pd_rd_i%3D1889392626%26pd_rd_w%3D6dxyk%26pd_rd_r%3D343f6e0e-f5af-490a-8212-6f514bc99fca%26ref_%3Dpd_luc_rh_crh_rh_sbs_sem_01_01_t_img_lh/,0
p4,8/15/2020,Sponsored products related,1,1099879965,http://www.amazon.com/gp/upsell-widgets/click-logger.html?widgetName=desktop-huc-carousels_SponsoredProductsRemoteHUCEXPSubstitutes&column=1&row=2&clickType=Title&url=%2Fgp%2Fslredirect%2FpicassoRedirect.html%2Fref%3Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%3Fie%3DUTF8%26adId%3DA07646121LPMCWQLNVF4I%26qualifier%3D1597466137%26id%3D6179444782515987%26widgetName%3Dsp_huc_mrai%26url%3D%252Fdp%252F1099879965%252Fref%253Dpd_luc_rh_sspa_dk_huc_pt_expsub_0%253Fpsc%253D1/,0
