folder,date,rank,url_code,type_reco,url,annotation
p5,8/13/2020,2,803638019,frequently bought together,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/ref=pd_bxgy_img_3/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0803638019&pd_rd_r=b8eccd5b-037f-4374-9253-25ed93a76341&pd_rd_w=tqqXG&pd_rd_wg=lVBF2&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=3NF48QDYV2G3FZKS9M07&psc=1&refRID=3NF48QDYV2G3FZKS9M07,0
p5,8/13/2020,1,1284093131,viewed this item also viewed,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/ref=pd_sbs_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=1284093131&pd_rd_r=b8eccd5b-037f-4374-9253-25ed93a76341&pd_rd_w=Iim9b&pd_rd_wg=lVBF2&pf_rd_p=703f3758-d945-4136-8df6-a43d19d750d1&pf_rd_r=3NF48QDYV2G3FZKS9M07&psc=1&refRID=3NF48QDYV2G3FZKS9M07,0
p5,8/13/2020,1,161002348X,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A04041702AE6HMVLT5QM3&qualifier=1597293212&id=1153135506784904&widgetName=sp_detail&url=%2Fdp%2F161002348X%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p5,8/14/2020,1,465057969,frequently bought together,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_bxgy_img_2/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=230757f4-ff94-4384-b41e-ccca254a6392&pd_rd_w=Chu6u&pd_rd_wg=hp5yC&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=HSY5A9WWRN45BAHZYAMA&psc=1&refRID=HSY5A9WWRN45BAHZYAMA,-1
p5,8/14/2020,2,1421426609,frequently bought together,http://www.amazon.com/Peter-J-Hotez/dp/1421426609/ref=pd_bxgy_img_3/143-8954111-3009841?_encoding=UTF8&pd_rd_i=1421426609&pd_rd_r=230757f4-ff94-4384-b41e-ccca254a6392&pd_rd_w=Chu6u&pd_rd_wg=hp5yC&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=HSY5A9WWRN45BAHZYAMA&psc=1&refRID=HSY5A9WWRN45BAHZYAMA,-1
p5,8/14/2020,1,465057969,viewed this item also viewed,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_sbs_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=230757f4-ff94-4384-b41e-ccca254a6392&pd_rd_w=LzGbY&pd_rd_wg=hp5yC&pf_rd_p=703f3758-d945-4136-8df6-a43d19d750d1&pf_rd_r=HSY5A9WWRN45BAHZYAMA&psc=1&refRID=HSY5A9WWRN45BAHZYAMA,-1
p5,8/14/2020,1,465057969,buy after viewing,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_vtp_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=230757f4-ff94-4384-b41e-ccca254a6392&pd_rd_w=DT9zD&pd_rd_wg=hp5yC&pf_rd_p=4c59963f-307a-4d53-b0f5-7922eec09cff&pf_rd_r=HSY5A9WWRN45BAHZYAMA&psc=1&refRID=HSY5A9WWRN45BAHZYAMA,-1
p5,8/14/2020,1,1712844695,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A09608432H1ZR47RSLVTU&qualifier=1597379611&id=8442103919852563&widgetName=sp_detail&url=%2Fdp%2F1712844695%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p5,8/15/2020,1,032335761X,viewed this item also viewed,http://www.amazon.com/Plotkins-Vaccines-Stanley-Plotkin-MD/dp/032335761X/ref=pd_sbs_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=032335761X&pd_rd_r=3bf45c66-0589-4784-829b-e492cce62df6&pd_rd_w=8SCYc&pd_rd_wg=BlUzn&pf_rd_p=703f3758-d945-4136-8df6-a43d19d750d1&pf_rd_r=QVP1PVPPA2R8M3V2FPW9&psc=1&refRID=QVP1PVPPA2R8M3V2FPW9,-1
p5,8/15/2020,1,1070693359,buy after viewing,http://www.amazon.com/Plotkin-Vaccines-Stanley/dp/1070693359/ref=pd_vtp_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=1070693359&pd_rd_r=3bf45c66-0589-4784-829b-e492cce62df6&pd_rd_w=EZVwQ&pd_rd_wg=BlUzn&pf_rd_p=4c59963f-307a-4d53-b0f5-7922eec09cff&pf_rd_r=QVP1PVPPA2R8M3V2FPW9&psc=1&refRID=QVP1PVPPA2R8M3V2FPW9,-1
p5,8/15/2020,1,1981070486,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A02609003RSFQ8UTT2Q1K&qualifier=1597466012&id=2949181314840087&widgetName=sp_detail&url=%2Fdp%2F1981070486%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p5,8/16/2020,1,1569767068,frequently bought together,http://www.amazon.com/Culinary-Reactions-Everyday-Chemistry-Cooking/dp/1569767068/ref=pd_bxgy_img_2/143-8954111-3009841?_encoding=UTF8&pd_rd_i=1569767068&pd_rd_r=f69c7e7f-5587-4787-a339-6986c454bfa3&pd_rd_w=gRpvf&pd_rd_wg=yA5wE&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=MQDQHV3VQN3GCME34XF4&psc=1&refRID=MQDQHV3VQN3GCME34XF4,0
p5,8/16/2020,2,393058697,frequently bought together,http://www.amazon.com/What-Einstein-Told-His-Cook/dp/0393058697/ref=pd_bxgy_img_3/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0393058697&pd_rd_r=f69c7e7f-5587-4787-a339-6986c454bfa3&pd_rd_w=gRpvf&pd_rd_wg=yA5wE&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=MQDQHV3VQN3GCME34XF4&psc=1&refRID=MQDQHV3VQN3GCME34XF4,0
p5,8/16/2020,1,865478066,viewed this item also viewed,http://www.amazon.com/Bad-Pharma-Companies-Mislead-Patients/dp/0865478066/ref=pd_sbs_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0865478066&pd_rd_r=f69c7e7f-5587-4787-a339-6986c454bfa3&pd_rd_w=5u0Wk&pd_rd_wg=yA5wE&pf_rd_p=703f3758-d945-4136-8df6-a43d19d750d1&pf_rd_r=MQDQHV3VQN3GCME34XF4&psc=1&refRID=MQDQHV3VQN3GCME34XF4,1
p5,8/16/2020,1,1569767068,buy after viewing,http://www.amazon.com/Culinary-Reactions-Everyday-Chemistry-Cooking/dp/1569767068/ref=pd_vtp_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=1569767068&pd_rd_r=f69c7e7f-5587-4787-a339-6986c454bfa3&pd_rd_w=wvL9w&pd_rd_wg=yA5wE&pf_rd_p=4c59963f-307a-4d53-b0f5-7922eec09cff&pf_rd_r=MQDQHV3VQN3GCME34XF4&psc=1&refRID=MQDQHV3VQN3GCME34XF4,0
p5,8/16/2020,1,1938895304,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A0532469GHRHZDHW6ZDR&qualifier=1597552412&id=3421424185800288&widgetName=sp_detail&url=%2Fdp%2F1938895304%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p5,8/17/2020,1,1480216895,frequently bought together,http://www.amazon.com/Dissolving-Illusions-Disease-Vaccines-Forgotten/dp/1480216895/ref=pd_bxgy_img_2/143-8954111-3009841?_encoding=UTF8&pd_rd_i=1480216895&pd_rd_r=3af19193-eb64-4a5e-acc0-16910270e2e9&pd_rd_w=SuZnI&pd_rd_wg=SUFZP&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=ABX25VJY5D8F6Z63JJTM&psc=1&refRID=ABX25VJY5D8F6Z63JJTM,1
p5,8/17/2020,2,578648059,frequently bought together,http://www.amazon.com/Vaccine-Free-Me-Doctor-Reed-Dafaqs/dp/0578648059/ref=pd_bxgy_img_3/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0578648059&pd_rd_r=3af19193-eb64-4a5e-acc0-16910270e2e9&pd_rd_w=SuZnI&pd_rd_wg=SUFZP&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=ABX25VJY5D8F6Z63JJTM&psc=1&refRID=ABX25VJY5D8F6Z63JJTM,1
p5,8/17/2020,1,188121740X,viewed this item also viewed,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/ref=pd_sbs_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=188121740X&pd_rd_r=3af19193-eb64-4a5e-acc0-16910270e2e9&pd_rd_w=wdUrD&pd_rd_wg=SUFZP&pf_rd_p=703f3758-d945-4136-8df6-a43d19d750d1&pf_rd_r=ABX25VJY5D8F6Z63JJTM&psc=1&refRID=ABX25VJY5D8F6Z63JJTM,1
p5,8/17/2020,1,188121740X,buy after viewing,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/ref=pd_vtp_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=188121740X&pd_rd_r=3af19193-eb64-4a5e-acc0-16910270e2e9&pd_rd_w=3PcTe&pd_rd_wg=SUFZP&pf_rd_p=4c59963f-307a-4d53-b0f5-7922eec09cff&pf_rd_r=ABX25VJY5D8F6Z63JJTM&psc=1&refRID=ABX25VJY5D8F6Z63JJTM,1
p5,8/17/2020,1,1734053836,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A044179111WFFRV72OULW&qualifier=1597638812&id=6151976614325157&widgetName=sp_detail&url=%2Fdp%2F1734053836%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p5,8/18/2020,1,62222988,frequently bought together,http://www.amazon.com/Do-You-Believe-Magic-Supplements/dp/0062222988/ref=pd_bxgy_img_2/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0062222988&pd_rd_r=d37e5ce7-0792-4b74-b3ab-34d67a8d75f2&pd_rd_w=KWg0c&pd_rd_wg=Wi2kq&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=XW4F6M3Z4524GQVHFSJD&psc=1&refRID=XW4F6M3Z4524GQVHFSJD,-1
p5,8/18/2020,2,231153074,frequently bought together,http://www.amazon.com/Vaccines-Your-Child-Separating-Fiction/dp/0231153074/ref=pd_bxgy_img_3/143-8954111-3009841?_encoding=UTF8&pd_rd_i=0231153074&pd_rd_r=d37e5ce7-0792-4b74-b3ab-34d67a8d75f2&pd_rd_w=KWg0c&pd_rd_wg=Wi2kq&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=XW4F6M3Z4524GQVHFSJD&psc=1&refRID=XW4F6M3Z4524GQVHFSJD,-1
p5,8/18/2020,1,006122796X,viewed this item also viewed,http://www.amazon.com/Vaccinated-Defeat-Worlds-Deadliest-Diseases/dp/006122796X/ref=pd_sbs_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=006122796X&pd_rd_r=d37e5ce7-0792-4b74-b3ab-34d67a8d75f2&pd_rd_w=U3oE1&pd_rd_wg=Wi2kq&pf_rd_p=b65ee94e-1282-43fc-a8b1-8bf931f6dfab&pf_rd_r=XW4F6M3Z4524GQVHFSJD&psc=1&refRID=XW4F6M3Z4524GQVHFSJD,-1
p5,8/18/2020,1,006122796X,buy after viewing,http://www.amazon.com/Vaccinated-Defeat-Worlds-Deadliest-Diseases/dp/006122796X/ref=pd_vtp_14_1/143-8954111-3009841?_encoding=UTF8&pd_rd_i=006122796X&pd_rd_r=d37e5ce7-0792-4b74-b3ab-34d67a8d75f2&pd_rd_w=vZycL&pd_rd_wg=Wi2kq&pf_rd_p=2f0ac0b2-44b6-4a63-a1f1-ced82560ff89&pf_rd_r=XW4F6M3Z4524GQVHFSJD&psc=1&refRID=XW4F6M3Z4524GQVHFSJD,-1
p5,8/18/2020,1,994741847,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A06507783L52W1ZT6KDFZ&qualifier=1597725213&id=963091620954350&widgetName=sp_detail&url=%2Fdp%2F0994741847%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,1
p6,8/12/2020,1,803657668,frequently bought together,http://www.amazon.com/New-Leadership-Challenge-Creating-Nursing/dp/0803657668/ref=pd_bxgy_img_2/136-2576129-4310949?_encoding=UTF8&pd_rd_i=0803657668&pd_rd_r=ecb06293-98f4-416d-bf13-7bd121ad6658&pd_rd_w=1v5Ft&pd_rd_wg=b7npc&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=DYBHQ1CKVZTC20F54S7P&psc=1&refRID=DYBHQ1CKVZTC20F54S7P,0
p6,8/12/2020,2,826123228,frequently bought together,http://www.amazon.com/Health-Finance-Economics-Policy-Nurses/dp/0826123228/ref=pd_bxgy_img_3/136-2576129-4310949?_encoding=UTF8&pd_rd_i=0826123228&pd_rd_r=ecb06293-98f4-416d-bf13-7bd121ad6658&pd_rd_w=1v5Ft&pd_rd_wg=b7npc&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=DYBHQ1CKVZTC20F54S7P&psc=1&refRID=DYBHQ1CKVZTC20F54S7P,0
p6,8/12/2020,1,465057969,viewed this item also viewed,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_sbs_14_1/136-2576129-4310949?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=ecb06293-98f4-416d-bf13-7bd121ad6658&pd_rd_w=l5nYz&pd_rd_wg=b7npc&pf_rd_p=b65ee94e-1282-43fc-a8b1-8bf931f6dfab&pf_rd_r=DYBHQ1CKVZTC20F54S7P&psc=1&refRID=DYBHQ1CKVZTC20F54S7P,-1
p6,8/12/2020,1,1517714338,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A0927300F5SLKJPE2GOK&qualifier=1597206813&id=6098873702259369&widgetName=sp_detail&url=%2Fdp%2F1517714338%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p6,8/13/2020,1,1284093131,frequently bought together,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/ref=pd_bxgy_img_2/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1284093131&pd_rd_r=c2e006f5-8bcd-41ac-9a2f-c3d2cda518c6&pd_rd_w=idukg&pd_rd_wg=1D1Xc&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=ABARD76SSVGP0MCSR7AA&psc=1&refRID=ABARD76SSVGP0MCSR7AA,0
p6,8/13/2020,2,803638019,frequently bought together,http://www.amazon.com/Primary-Care-Science-Advanced-Practice/dp/0803638019/ref=pd_bxgy_img_3/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0803638019&pd_rd_r=c2e006f5-8bcd-41ac-9a2f-c3d2cda518c6&pd_rd_w=idukg&pd_rd_wg=1D1Xc&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=ABARD76SSVGP0MCSR7AA&psc=1&refRID=ABARD76SSVGP0MCSR7AA,0
p6,8/13/2020,1,1975109260,viewed this item also viewed,http://www.amazon.com/Nursing2020-Drug-Handbook-Nursing/dp/1975109260/ref=rtpb_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1975109260&pd_rd_r=c2e006f5-8bcd-41ac-9a2f-c3d2cda518c6&pd_rd_w=R74b6&pd_rd_wg=1D1Xc&pf_rd_p=f7202093-0954-4711-b94f-ba83dd9c882e&pf_rd_r=ABARD76SSVGP0MCSR7AA&psc=1&refRID=ABARD76SSVGP0MCSR7AA,0
p6,8/13/2020,1,1284093131,buy after viewing,http://www.amazon.com/Clinical-Guidelines-Advanced-Practice-Nursing/dp/1284093131/ref=pd_vtp_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1284093131&pd_rd_r=c2e006f5-8bcd-41ac-9a2f-c3d2cda518c6&pd_rd_w=Vaejv&pd_rd_wg=1D1Xc&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=ABARD76SSVGP0MCSR7AA&psc=1&refRID=ABARD76SSVGP0MCSR7AA,0
p6,8/13/2020,1,161002348X,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A04041702AE6HMVLT5QM3&qualifier=1597293213&id=8546143676385101&widgetName=sp_detail&url=%2Fdp%2F161002348X%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p6,8/14/2020,1,465057969,frequently bought together,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_bxgy_img_2/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=1191b83c-d5a3-407c-9985-2dce7af8aca5&pd_rd_w=DfDEi&pd_rd_wg=MM1zR&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=VCVC390NE31ZAEG2GZV4&psc=1&refRID=VCVC390NE31ZAEG2GZV4,-1
p6,8/14/2020,2,1421426609,frequently bought together,http://www.amazon.com/Peter-J-Hotez/dp/1421426609/ref=pd_bxgy_img_3/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1421426609&pd_rd_r=1191b83c-d5a3-407c-9985-2dce7af8aca5&pd_rd_w=DfDEi&pd_rd_wg=MM1zR&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=VCVC390NE31ZAEG2GZV4&psc=1&refRID=VCVC390NE31ZAEG2GZV4,-1
p6,8/14/2020,1,465057969,bought this item also bought,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_sim_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=1191b83c-d5a3-407c-9985-2dce7af8aca5&pd_rd_w=Li0Uj&pd_rd_wg=MM1zR&pf_rd_p=e2ec6e52-b3cf-46fd-9026-eedc9747371d&pf_rd_r=VCVC390NE31ZAEG2GZV4&psc=1&refRID=VCVC390NE31ZAEG2GZV4,-1
p6,8/14/2020,1,465057969,buy after viewing,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_vtp_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=1191b83c-d5a3-407c-9985-2dce7af8aca5&pd_rd_w=e0q1Z&pd_rd_wg=MM1zR&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=VCVC390NE31ZAEG2GZV4&psc=1&refRID=VCVC390NE31ZAEG2GZV4,-1
p6,8/14/2020,1,1712844695,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A09608432H1ZR47RSLVTU&qualifier=1597379613&id=101165325994148&widgetName=sp_detail&url=%2Fdp%2F1712844695%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p6,8/15/2020,1,465057969,bought this item also bought,http://www.amazon.com/Deadly-Choices-Anti-Vaccine-Movement-Threatens/dp/0465057969/ref=pd_sim_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0465057969&pd_rd_r=4d1e8598-b982-4594-8a62-cd6dd10433e5&pd_rd_w=FVd6U&pd_rd_wg=Hgzec&pf_rd_p=e2ec6e52-b3cf-46fd-9026-eedc9747371d&pf_rd_r=KN8AF0643KB6RNES91RK&psc=1&refRID=KN8AF0643KB6RNES91RK,-1
p6,8/15/2020,1,1070693359,buy after viewing,http://www.amazon.com/Plotkin-Vaccines-Stanley/dp/1070693359/ref=pd_vtp_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1070693359&pd_rd_r=4d1e8598-b982-4594-8a62-cd6dd10433e5&pd_rd_w=ZERhX&pd_rd_wg=Hgzec&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=KN8AF0643KB6RNES91RK&psc=1&refRID=KN8AF0643KB6RNES91RK,-1
p6,8/15/2020,1,1981070486,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A02609003RSFQ8UTT2Q1K&qualifier=1597466012&id=705978002156622&widgetName=sp_detail&url=%2Fdp%2F1981070486%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p6,8/16/2020,1,1569767068,frequently bought together,http://www.amazon.com/Culinary-Reactions-Everyday-Chemistry-Cooking/dp/1569767068/ref=pd_bxgy_img_2/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1569767068&pd_rd_r=6600123e-0dac-4066-9c3e-36deef2ae1d9&pd_rd_w=FdU0c&pd_rd_wg=yBmpp&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=B06QFWCMHH8S5ZZ81K11&psc=1&refRID=B06QFWCMHH8S5ZZ81K11,0
p6,8/16/2020,2,393058697,frequently bought together,http://www.amazon.com/What-Einstein-Told-His-Cook/dp/0393058697/ref=pd_bxgy_img_3/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0393058697&pd_rd_r=6600123e-0dac-4066-9c3e-36deef2ae1d9&pd_rd_w=FdU0c&pd_rd_wg=yBmpp&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=B06QFWCMHH8S5ZZ81K11&psc=1&refRID=B06QFWCMHH8S5ZZ81K11,0
p6,8/16/2020,1,1569767068,buy after viewing,http://www.amazon.com/Culinary-Reactions-Everyday-Chemistry-Cooking/dp/1569767068/ref=pd_vtp_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1569767068&pd_rd_r=6600123e-0dac-4066-9c3e-36deef2ae1d9&pd_rd_w=YRe3J&pd_rd_wg=yBmpp&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=B06QFWCMHH8S5ZZ81K11&psc=1&refRID=B06QFWCMHH8S5ZZ81K11,0
p6,8/16/2020,1,1938895304,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A0532469GHRHZDHW6ZDR&qualifier=1597552413&id=8088043263420836&widgetName=sp_detail&url=%2Fdp%2F1938895304%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p6,8/17/2020,1,1480216895,frequently bought together,http://www.amazon.com/Dissolving-Illusions-Disease-Vaccines-Forgotten/dp/1480216895/ref=pd_bxgy_img_2/140-9052604-5600421?_encoding=UTF8&pd_rd_i=1480216895&pd_rd_r=ad6f2c15-6e51-4bce-9c9e-d96309ebc99d&pd_rd_w=PXSBW&pd_rd_wg=2gyUv&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=Z7WJPBZHS30WKPD0NPCH&psc=1&refRID=Z7WJPBZHS30WKPD0NPCH,1
p6,8/17/2020,2,578648059,frequently bought together,http://www.amazon.com/Vaccine-Free-Me-Doctor-Reed-Dafaqs/dp/0578648059/ref=pd_bxgy_img_3/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0578648059&pd_rd_r=ad6f2c15-6e51-4bce-9c9e-d96309ebc99d&pd_rd_w=PXSBW&pd_rd_wg=2gyUv&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=Z7WJPBZHS30WKPD0NPCH&psc=1&refRID=Z7WJPBZHS30WKPD0NPCH,1
p6,8/17/2020,1,578648059,bought this item also bought,http://www.amazon.com/Vaccine-Free-Me-Doctor-Reed-Dafaqs/dp/0578648059/ref=pd_sim_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0578648059&pd_rd_r=ad6f2c15-6e51-4bce-9c9e-d96309ebc99d&pd_rd_w=4StY2&pd_rd_wg=2gyUv&pf_rd_p=e2ec6e52-b3cf-46fd-9026-eedc9747371d&pf_rd_r=Z7WJPBZHS30WKPD0NPCH&psc=1&refRID=Z7WJPBZHS30WKPD0NPCH,1
p6,8/17/2020,1,188121740X,buy after viewing,http://www.amazon.com/Millers-Review-Critical-Vaccine-Studies/dp/188121740X/ref=pd_vtp_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=188121740X&pd_rd_r=ad6f2c15-6e51-4bce-9c9e-d96309ebc99d&pd_rd_w=byItq&pd_rd_wg=2gyUv&pf_rd_p=9f0d957d-c466-420a-817f-4adcb2657c85&pf_rd_r=Z7WJPBZHS30WKPD0NPCH&psc=1&refRID=Z7WJPBZHS30WKPD0NPCH,1
p6,8/17/2020,1,1734053836,sponsored,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=sspa_dk_detail_0?ie=UTF8&adId=A044179111WFFRV72OULW&qualifier=1597638813&id=7280967740274995&widgetName=sp_detail&url=%2Fdp%2F1734053836%2Fref%3Dsspa_dk_detail_0%3Fpsc%3D1,0
p6,8/18/2020,1,62222988,frequently bought together,http://www.amazon.com/Do-You-Believe-Magic-Supplements/dp/0062222988/ref=pd_bxgy_img_2/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0062222988&pd_rd_r=f16b41fe-27e6-48c4-bed2-fccf1c506f8b&pd_rd_w=hviXx&pd_rd_wg=ksfZy&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=6SEDRFFZRG0BDAF2XH4W&psc=1&refRID=6SEDRFFZRG0BDAF2XH4W,-1
p6,8/18/2020,2,231153074,frequently bought together,http://www.amazon.com/Vaccines-Your-Child-Separating-Fiction/dp/0231153074/ref=pd_bxgy_img_3/140-9052604-5600421?_encoding=UTF8&pd_rd_i=0231153074&pd_rd_r=f16b41fe-27e6-48c4-bed2-fccf1c506f8b&pd_rd_w=hviXx&pd_rd_wg=ksfZy&pf_rd_p=ce6c479b-ef53-49a6-845b-bbbf35c28dd3&pf_rd_r=6SEDRFFZRG0BDAF2XH4W&psc=1&refRID=6SEDRFFZRG0BDAF2XH4W,-1
p6,8/18/2020,1,006122796X,viewed this item also viewed,http://www.amazon.com/Vaccinated-Defeat-Worlds-Deadliest-Diseases/dp/006122796X/ref=pd_sbs_14_1/140-9052604-5600421?_encoding=UTF8&pd_rd_i=006122796X&pd_rd_r=f16b41fe-27e6-48c4-bed2-fccf1c506f8b&pd_rd_w=fyA8M&pd_rd_wg=ksfZy&pf_rd_p=b65ee94e-1282-43fc-a8b1-8bf931f6dfab&pf_rd_r=6SEDRFFZRG0BDAF2XH4W&psc=1&refRID=6SEDRFFZRG0BDAF2XH4W,-1
